_id,name,cuisines,address,priceRange,timeOpen,average_score,classification,latitude,longitude,image
67b8aaed1b0ceed0e5ffee11,SI Cuisine & Mixology Takeaway - Hàng Bài,"Món Bắc, Món Trung Hoa, Món Miền Nam, Món Nhật, Món Thái","18 Hàng Bài, P. Hàng Bài, Quận Hoàn Kiếm, Hà Nội",500.000đ - 800.000đ,09:00 - 21:00,8.6,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe1w0dtbv1571@resize_ss576x330
67b8aaed1b0ceed0e5ffee6c,Chef Sáng - Bánh Ngọt Pháp,Pháp,"277 Xã Đàn, P. Nam Đồng, Quận Đống Đa, Hà Nội",20.000đ - 100.000đ,08:30 - 22:00,8.6,Positive,21.015814336985994,105.83249607066193,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwde4g27hb6jf5@resize_ss576x330
67b8aaed1b0ceed0e5fff07f,"Chân Gà Dzô Dzô - Nem Nướng, Cá Viên Chiên & Ăn Vặt - Trường Chinh",Món Việt,"491/4 Trường Chinh, P. 14, Quận Tân Bình, TP. HCM",85.000đ - 150.000đ,06:00 - 23:00,8.596923076923076,Positive,10.798503290511313,106.64283514758552,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m3w7c8a61uzld7@resize_ss576x330
67b8aaed1b0ceed0e5fff0f7,Harvest Baking Bakery - Bánh Mì Tươi Ngon,"Món Việt, Quốc tế","5 Đường Số 7, KĐT Vạn Phúc, P. Hiệp Bình Phước, Tp. Thủ Đức, TP. HCM",18.000đ - 625.000đ,09:00 - 13:00,8.592153846153845,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8eo9n6nsgrbf@resize_ss576x330
67b8aaed1b0ceed0e5fff050,Trà Sữa Chờ,Món Việt,"407 Nguyễn Văn Công, P. 3, Quận Gò Vấp, TP. HCM",12.000đ - 30.000đ,12:00 - 20:00,8.58,Positive,10.821023593582106,106.67407417605389,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu80d6486v8bc@resize_ss576x330
67b8aaed1b0ceed0e5fff145,Quán Tý - Xôi Gà & Cháo Gà,Món Việt,"Phó Đức Chính, Tp. Huế, Huế",20.000đ - 40.000đ,16:00 - 22:00,8.570769230769232,Positive,16.466205249999998,107.5950305,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9a2krtowd507@resize_ss576x330
67b8aaec1b0ceed0e5ffeddf,XOI FOOD - Xôi Nếp Nương & Cơm Văn Phòng,Món Việt,"126 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",20.000đ - 30.000đ,07:00 - 14:00 | 17:00 - 21:00,8.56,Positive,20.982739887607693,105.78540592416532,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgahckbo9uh37@resize_ss576x330
67b8aaed1b0ceed0e5fff11c,Triệu Minh Hiệp - Tiệm Bánh Người Hoa,Món Trung Hoa,"123/23 Bình Tây, P. 1, Quận 6, TP. HCM",20.000đ - 55.000đ,10:00 - 18:30,8.52923076923077,Positive,10.745192200000002,106.65210135000001,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfeq0zxpr6h07@resize_ss576x330
67b8aaed1b0ceed0e5fff144,Seaweed Food - Bánh Canh Cua Rong Biển,Món Việt,"5 Nhật Lệ, P. Thuận Thành, Tp. Huế, Huế",15.000đ - 20.000đ,06:00 - 21:00,8.522225274725276,Positive,16.477586894642474,107.58081586444746,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgrmef0co9n8c@resize_ss576x330
67b8aaed1b0ceed0e5ffefe0,Bánh Canh Phú Mỹ,Món Việt,"386 Huỳnh Văn Lũy, P. Phú Mỹ, Thành Phố Thủ Dầu Một, Bình Dương",25.000đ - 35.000đ,10:00 - 19:00,8.51923076923077,Positive,11.007415744425506,106.67632543488128,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw7n31d77obfcd@resize_ss576x330
67b8aaed1b0ceed0e5ffef90,Bánh Xếp Thảo - Hải Thượng Lãng Ông,Món Việt,"266 Hải Thượng Lãng Ông, P. 14, Quận 5, TP. HCM",10.000đ - 15.000đ,09:00 - 22:00,8.51923076923077,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbjosobi7kr79@resize_ss576x330
67b8aaed1b0ceed0e5fff13d,Cháo Ếch Singapore Ghiền - Chi Nhánh Huế,empty,"51 Lê Lợi, P. Phú Hội, Tp. Huế, Huế",12.000đ - 80.000đ,14:00 - 23:00,8.51923076923077,Positive,16.46955126182457,107.59315208840758,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv3cpssw5nd03@resize_ss576x330
67b8aaed1b0ceed0e5ffefea,Cô Chiêu - Trà Sữa & Bún Đậu,Món Việt,"Hùng Vương, Xã An Điền, Thị Xã Bến Cát, Bình Dương",15.000đ - 50.000đ,07:00 - 21:00,8.519230769230768,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9211kwrr2ze4@resize_ss576x330
67b8aaed1b0ceed0e5fff143,Quán Nhậu Sơn Tùng,Món Việt,"61 Lê Thánh Tôn, P. Thuận Lộc, Tp. Huế, Huế",25.000đ - 95.000đ,15:30 - 23:00,8.519230769230768,Positive,16.475506983752762,107.58191864828387,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsuafskmduahf2@resize_ss576x330
67b8aaed1b0ceed0e5fff14b,Highlands Coffee - Đại Nội,Món Việt,"Khu Đại Nội, Tp. Huế, Huế",19.000đ - 65.000đ,07:00 - 22:00,8.505384615384616,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9eis2lzhsr98@resize_ss576x330
67b8aaed1b0ceed0e5ffeee7,"Kim Liên - Bún, Miến & Bánh Đa Cua - Lương Định Của",Món Việt,"116B15 Lương Định Của, TT Kim Liên, P. Kim Liên, Quận Đống Đa, Hà Nội",20.000đ - 40.000đ,06:30 - 14:00,8.5,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwguvuhn2uhn21@resize_ss576x330
67b8aaed1b0ceed0e5ffef5f,Bánh Đúc Bà Nga - Shop Online - Láng Hạ,Món Việt,"Đầu Ngõ 29 Láng Hạ, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",25.000đ - 50.000đ,10:00 - 18:00,8.5,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwczf5bhsdzt03@resize_ss576x330
67b8aaed1b0ceed0e5ffef6c,Phệ Quán - Lẩu 1 Người & Bún Thái Hải Sản,"Món Thái, Singapore","Số 1 Ngách 3 Ngõ 218 Lĩnh Nam, P. Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",25.000đ - 249.000đ,07:00 - 22:00,8.5,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu06pbwnjycc4@resize_ss576x330
67b8aaed1b0ceed0e5fff05c,Tàu Hũ PaPa - Cây Trâm,Món Việt,"132 Nguyễn Văn Khối, P. 9, Quận Gò Vấp, TP. HCM",15.000đ - 30.000đ,10:20 - 22:20,8.486538461538462,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgyhljjk4bf37@resize_ss576x330
67b8aaed1b0ceed0e5fff02f,Phở Bùi Gia,Món Việt,"56 Xuân Thủy, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",10.000đ - 100.000đ,06:00 - 13:30 | 16:30 - 22:00,8.480384615384615,Positive,10.803767880577992,106.73470254126825,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfc1pdw3umzf1@resize_ss576x330
67b8aaed1b0ceed0e5ffee16,LAM - Đặc Sản Bình Định,Món Việt,"110/34 Hoàng Cầu, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",20.000đ - 100.000đ,10:00 - 14:00,8.48,Positive,21.019097543913908,105.82371065693701,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh2njv0bj6j46@resize_ss576x330
67b8aaed1b0ceed0e5fff000,"Highlands Coffee - Trà, Cà Phê & Bánh - Vincom Xuân Khánh",Món Việt,"Vincom Xuân Khánh, 209 Đường 30 Tháng 4, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",9.000đ - 65.000đ,07:00 - 22:00,8.462307692307693,Positive,10.0248398,105.775603,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m20jw6ji4f4r02@resize_ss576x330
67b8aaed1b0ceed0e5ffefc3,Quán Lá - Hải Sản Tươi Sống,Món Việt,"311 Thống Nhất, P. 8, Tp. Vũng Tàu, Vũng Tàu",25.000đ - 850.000đ,10:00 - 22:00,8.436153846153847,Positive,10.350102361252997,107.0843403197942,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9x305esfyz97@resize_ss576x330
67b8aaed1b0ceed0e5fff07a,Bánh Tráng Kim Thủy - Dương Bá Trạc,Món Việt,"450/48 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",18.000đ - 55.000đ,08:00 - 21:30,8.426153846153845,Positive,10.744351058258712,106.68894974870116,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw96s8mdwn2z58@resize_ss576x330
67b8aaed1b0ceed0e5ffef34,Gà Rán MoMo - An Hòa,Món Hàn,"74 P. An Hòa, P. Mộ Lao, Quận Hà Đông, Hà Nội",50.000đ - 150.000đ,10:00 - 22:00,8.42,Positive,20.98376684843417,105.78984854644072,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe4jp7nt52323@resize_ss576x330
67b8aaed1b0ceed0e5fff13f,Bánh Tiêu Trần Quốc Toản,Món Việt,"8 Lâm Mông Quang, P. Thuận Thành, Tp. Huế, Huế",3.000đ - 5.000đ,16:00 - 21:00,8.411538461538461,Positive,16.47065619497811,107.58434764734106,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwayjqv0ul7d9c@resize_ss576x330
67b8aaed1b0ceed0e5fff13b,Shino - Sushi & BBQ - 35 Nguyễn Thái Học,Món Nhật,"35 Nguyễn Thái Học, P. Phú Hội, Tp. Huế, Huế",35.000đ - 120.000đ,10:00 - 13:30 | 16:00 - 22:30,8.407564102564102,Positive,16.468269451620607,107.59669468534449,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bn9r8d5nfc8@resize_ss800x450
67b8aaed1b0ceed0e5ffee0e,Phở 10 Hà Nội Xưa - Doãn Kế Thiện,Món Việt,"39 Doãn Kế Thiện, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",35.000đ - 66.000đ,05:30 - 13:30 | 17:30 - 22:00,8.4,Positive,21.0409156,105.7792113,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfj0cb2qme364@resize_ss576x330
67b8aaed1b0ceed0e5fff030,Phở 24 - Nguyễn Cơ Thạch,Món Việt,"Khu Đô Thị Sala, 125 - 127 Nguyễn Cơ Thạch, P. An Lợi Đông, Tp. Thủ Đức, TP. HCM",25.000đ - 55.000đ,06:00 - 22:00,8.384615384615383,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m15504bibse3bc@resize_ss576x330
67b8aaed1b0ceed0e5fff10c,Cô Loan - Bánh Tráng Chấm,Món Việt,"146/11 Nguyễn Chế Nghĩa, P. 12, Quận 8, TP. HCM",10.000đ - 20.000đ,11:00 - 19:00,8.384615384615383,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8kxjwrlax3e@resize_ss576x330
67b8aaed1b0ceed0e5fff16b,"Huyền - Bánh Bèo, Bánh Cuốn & Bánh Dò Gio",Món Việt,"65 Chu Văn An, P. Lê Lợi, Quận Ngô Quyền, Hải Phòng",20.000đ - 20.000đ,empty,8.384615384615383,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfjluw8mz158f@resize_ss576x330
67b8aaed1b0ceed0e5fff148,Garden Coffee & Milk Tea,Món Việt,"115 Nguyễn Kim Thành, Thị Trấn Sịa, Huyện Quảng Điền, Huế",8.000đ - 35.000đ,06:00 - 23:00,8.384615384615383,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf9ndqjrv8bc5@resize_ss576x330
67b8aaed1b0ceed0e5ffef3c,Tuấn Minh - Phở Gà & Bún Thang,Món Việt,"3 Tô Hiến Thành, P. Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",35.000đ - 45.000đ,05:30 - 13:30,8.38,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwceii2wcm3d4f@resize_ss576x330
67b8aaed1b0ceed0e5ffee87,"Mì Vằn Thắn, Sủi Cảo & Bún Thang - Tô Hiệu",Món Việt,"102 B8 Tô Hiệu, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",25.000đ - 45.000đ,07:00 - 21:00,8.38,Positive,21.042191537793975,105.79558553963706,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu01j8iza8p55@resize_ss576x330
67b8aaed1b0ceed0e5fff133,Bún Trộn Cây Sung,Món Huế,"Đối diện 15 Lương Văn Can, P. An Cựu, Tp. Huế, Huế",5.000đ - 10.000đ,06:00 - 10:00,8.374615384615385,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbp6sreez1528@resize_ss576x330
67b8aaed1b0ceed0e5fff0b9,Cơm Tấm Hoàng Gia,Món Việt,"57 Bửu Đình, Quận 6, TP. HCM",28.000đ - 44.000đ,06:00 - 15:00,8.357692307692307,Positive,10.748655519866247,106.64501316344719,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbd4n48gtspb5@resize_ss576x330
67b8aaed1b0ceed0e5ffef37,Bánh Mì Phố - Hàng Bông,Món Việt,"64 Hàng Bông, P. Hàng Gai, Quận Hoàn Kiếm, Hà Nội",25.000đ - 50.000đ,07:00 - 21:00,8.34,Positive,21.0306006,105.8475703,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw7pjebs9gbd09@resize_ss576x330
67b8aaed1b0ceed0e5fff137,Bánh Lọc & Bánh Bao Huyền Phương,Món Việt,"10/92 Dương Văn An, P. Xuân Phú, Tp. Huế, Huế",3.000đ - 15.000đ,06:00 - 22:00,8.33076923076923,Positive,16.467721058673394,107.6036574591652,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgiujni4lax5b@resize_ss576x330
67b8aaed1b0ceed0e5ffef3b,Bún Hải Sản - Linh Đàm,Món Việt,"CT2-X2 Bắc Linh Đàm, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",20.000đ - 80.000đ,06:00 - 14:00,8.32,Positive,20.96756535,105.82440638870665,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwffmvrcuiu18f@resize_ss576x330
67b8aaed1b0ceed0e5ffef77,Hoa Quả Dầm - Đê La Thành,Món Việt,"360 Đê La Thành (Cổng Trường Mĩ Thuật Công Nghiệp), Quận Đống Đa, Hà Nội",5.000đ - 20.000đ,09:00 - 20:00,8.32,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfbyklh5ryzf4@resize_ss576x330
67b8aaed1b0ceed0e5fff0c0,Chivago Chicken - Gà Rán Hàn Quốc & Bia - Nguyễn Thị Thập,Món Hàn,"318 Nguyễn Thị Thập, P. Tân Quy, Quận 7, TP. HCM",100.000đ - 500.000đ,00:01 - 01:00 | 11:00 - 23:59,8.308626373626373,Positive,10.739693742714524,106.70527515627892,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbk5y3pxp0bb2@resize_ss576x330
67b8aaed1b0ceed0e5ffef14,Bếp Cô Ba - Lẩu & Đồ Ăn Vặt,Món Việt,"1 Ngõ Phan Chu Trinh, P. Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",50.000đ - 220.000đ,09:00 - 21:00,8.3,Positive,21.019269077696677,105.8560965640628,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw98jk4g4r1791@resize_ss576x330
67b8aaed1b0ceed0e5fff043,Yummy Frog - Cháo Ếch Singapore - Đường Số 10,empty,"168 Đường Số 10, P. Phước Bình, Tp. Thủ Đức, TP. HCM",10.000đ - 113.000đ,10:00 - 22:00,8.3,Positive,10.814019995044777,106.77062638110053,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv8a9mt6h1gb2@resize_ss576x330
67b8aaed1b0ceed0e5ffef3a,Bánh Mì Phố - Trần Bình Trọng,Món Việt,"29A Trần Bình Trọng, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",25.000đ - 50.000đ,06:00 - 23:00,8.3,Positive,21.02202141051954,105.84508159173886,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe1zspleg2j07@resize_ss576x330
67b8aaed1b0ceed0e5ffee40,Trà Sữa Sharetea Nhà Thờ - Phố Nguyễn Thị Định,Đài Loan,"27B Phố Nguyễn Thị Định, P. Trung Hoà, Quận Cầu Giấy, Hà Nội",40.000đ - 80.000đ,09:30 - 23:00,8.3,Positive,21.01128654659051,105.80450037919896,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbizyr5m1gb7f@resize_ss576x330
67b8aaed1b0ceed0e5ffedec,Diệp Diệp - Chân Gà Ngâm Sả Ớt - Shop Online,empty,"25 Ngách 322/17 Mỹ Đình, P. Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",50.000đ - 500.000đ,08:00 - 20:30,8.28,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhp86fz8g61a9@resize_ss576x330
67b8aaed1b0ceed0e5ffeef9,Cơm Tấm Tô Lương - Cơm Sườn & Cơm Gà,Món Việt,"Số 20 Ngõ 122 Định Công, P. Định Công, Quận Hoàng Mai, Hà Nội",20.000đ - 55.000đ,10:00 - 23:00,8.28,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9r3i2nsmvv2f@resize_ss576x330
67b8aaed1b0ceed0e5fff0a9,Bánh Đúc Nóng Lan Hương - Võ Thị Sáu,Món Việt,"128 Võ Thị Sáu, Quận 3, TP. HCM",10.000đ - 12.000đ,06:00 - 09:00 | 15:00 - 18:30,8.278484162895927,Positive,10.782932,106.6893481,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwamxdm15xi32a@resize_ss576x330
67b8aaed1b0ceed0e5fff0dc,Cơm Gà Xối Mỡ Thạch Lam - Kênh Tân Hóa,Món Việt,"277D Kênh Tân Hóa, P. Hòa Thạnh, Quận Tân Phú, TP. HCM",20.000đ - 30.000đ,10:00 - 21:00,8.276483516483516,Positive,10.776235844602503,106.63851005846028,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9p9nxc9bdnc8@resize_ss576x330
67b8aaed1b0ceed0e5fff071,Starbucks Coffee - Golden Mansion,empty,"Lô TM 1.01, Tầng 1, Tòa Nhà Golden Mansion, 119 Phổ Quang, Quận Phú Nhuận, TP. HCM",50.000đ - 200.000đ,06:30 - 21:30,8.26,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgvh5p0d909c7@resize_ss576x330
67b8aaed1b0ceed0e5fff0ca,Him Coffee & More - Lê Văn Sỹ,Món Việt,"323 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",30.000đ - 55.000đ,08:00 - 22:30,8.2575,Positive,10.795975751463102,106.66598181311318,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9wmbby1yaj4e@resize_ss576x330
67b8aaed1b0ceed0e5fff12e,Kim Đồng - Bún Bò Huế - Hai Bà Trưng,Món Huế,"56 Hai Bà Trưng, P. Vĩnh Ninh, Tp. Huế, Huế",20.000đ - 30.000đ,06:00 - 21:00,8.255769230769232,Positive,16.46273097034744,107.58848147674708,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbwtb9cjbobcd@resize_ss576x330
67b8aaed1b0ceed0e5ffef7c,Hoàng Phố - Lẩu Nấm Thiên Nhiên,Món Việt,"28 - 30 Lê Đức Thọ, Quận Nam Từ Liêm, Hà Nội",100.000đ - 400.000đ,09:00 - 14:00 | 17:00 - 22:00,8.24,Positive,21.035876255708725,105.77065611002959,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfwo1nud4grff@resize_ss576x330
67b8aaed1b0ceed0e5fff0b3,Quán Chay 103,Món Việt,"103 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",20.000đ - 40.000đ,07:00 - 20:30,8.24,Positive,10.768919062021153,106.69938580706894,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwddy6tb3pi175@resize_ss576x330
67b8aaed1b0ceed0e5fff12f,Quán Bánh Chi - Lê Viết Lượng,Món Huế,"52 Lê Viết Lượng, P. Xuân Phú, Tp. Huế, Huế",15.000đ - 50.000đ,14:00 - 20:00,8.225576923076922,Positive,16.462184818924566,107.60314698261281,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstu1vpc0cskdb@resize_ss576x330
67b8aaed1b0ceed0e5ffee65,Quán Bác Tươi - Phở Gà - TT Quỳnh Mai,Món Việt,"101 C7 TT Quỳnh Mai, P. Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",15.000đ - 30.000đ,14:00 - 19:00,8.22,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh8t7c6tasb61@resize_ss576x330
67b8aaed1b0ceed0e5ffee83,Colline De Cafe,Quốc tế,"Ngõ 268 Ngọc Thuỵ, P. Ngọc Thụy, Quận Long Biên, Hà Nội",15.000đ - 50.000đ,06:00 - 22:00,8.2,Positive,21.056869577080306,105.8676317246032,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9qo9wtypcr5b@resize_ss576x330
67b8aaed1b0ceed0e5ffeeed,Lăng + - Cá Lăng Mộ Lao,Món Việt,"40 LK11B KĐT Mộ Lao, Quận Hà Đông, Hà Nội",100.000đ - 300.000đ,10:00 - 21:00,8.2,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcelgqg9w49e0@resize_ss576x330
67b8aaed1b0ceed0e5ffee8d,Hải Sản 247 - Shop Online,Món Việt,"14 Lô 6 Chung Cư An Lạc Phùng Khoang , Quận Nam Từ Liêm, Hà Nội",75.000đ - 520.000đ,09:00 - 22:00,8.2,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9qk62savh753@resize_ss576x330
67b8aaed1b0ceed0e5ffeee8,Ngân Béo - Bún Cá & Bún Riêu Cua,Món Việt,"P110B Ngõ 10 Tôn Thất Tùng, P. Kim Liên, Quận Đống Đa, Hà Nội",25.000đ - 30.000đ,06:00 - 13:00,8.2,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfbus9yoqmx6d@resize_ss576x330
67b8aaed1b0ceed0e5ffeeb6,Gà Tần Bà Duyên,Món Việt,"183 Trương Định, P. Tương Mai, Quận Hoàng Mai, Hà Nội",25.000đ - 70.000đ,17:30 - 22:30,8.2,Positive,20.988146573525956,105.84704865383073,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwck1zdbk4bf60@resize_ss576x330
67b8aaed1b0ceed0e5ffef38,Bánh Mì Phố - Hàng Mã,Món Việt,"61E Hàng Mã, P. Hàng Mã, Quận Hoàn Kiếm, Hà Nội",25.000đ - 50.000đ,06:00 - 23:00,8.18,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdkbnwrzlcr0f@resize_ss576x330
67b8aaec1b0ceed0e5ffedc6,Cơm Đảo Bếp Nàng Sen,Món Việt,"49 Ngõ 604 Ngọc Thụy, P. Ngọc Thụy, Quận Long Biên, Hà Nội",30.000đ - 45.000đ,09:00 - 21:00,8.18,Positive,21.064516651054223,105.87354590937535,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfcw12ik5i1e0@resize_ss576x330
67b8aaed1b0ceed0e5ffeee6,Lê Lan - Bánh Đa Cua Gia Truyền,Món Việt,"115 B16 Lương Định Của, P. Kim Liên, Quận Đống Đa, Hà Nội",25.000đ - 50.000đ,07:00 - 13:30,8.18,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg4dpf4s72xc5@resize_ss576x330
67b8aaed1b0ceed0e5ffeeee,Lẩu Cá Kèo & Lẩu Mắm Cần Thơ - Giải Phóng,Miền Tây,"188 Ngõ 533 Giải Phóng, P. Giáp Bát, Quận Hoàng Mai, Hà Nội",70.000đ - 150.000đ,10:00 - 23:00,8.16,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh6e2n312op92@resize_ss576x330
67b8aaed1b0ceed0e5ffee4a,Bún Chả Phố Cổ Ngọc Dung,Món Việt,"Ki Ốt 6, Nhà 8, Ngõ Tự Do, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",15.000đ - 25.000đ,07:00 - 22:00,8.16,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstwa4ypxcxw55@resize_ss576x330
67b8aaed1b0ceed0e5ffefd5,Quán La Cà 1 - 30 Tháng 4,Món Việt,"652 Đường 30 Tháng 4, Tp. Vũng Tàu, Vũng Tàu",25.000đ - 299.000đ,15:30 - 23:30,8.158653846153847,Positive,10.420825024015217,107.15297398848799,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbpqpaftnfd2a@resize_ss576x330
67b8aaed1b0ceed0e5fff15f,Nem Nướng Nam An - Thống Nhất Mới,Món Việt,"452 Thống Nhất Mới, P. 8, Tp. Vũng Tàu, Vũng Tàu",25.000đ - 70.000đ,09:00 - 22:00,8.148791208791208,Positive,10.358337388114805,107.09016656102958,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m157ukxuh7jv9d@resize_ss576x330
67b8aaed1b0ceed0e5fff021,Sushi Iko - Phan Trung,Món Nhật,"62 Phan Trung, Khu Phố 7, P. Tân Tiến, Thành Phố Biên Hòa, Đồng Nai",5.000đ - 100.000đ,11:00 - 22:00,8.125961538461539,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf9rsop676h88@resize_ss576x330
67b8aaed1b0ceed0e5ffefd9,Dìn Ký - Khu Du Lịch Xanh Lái Thiêu - Cầu Ngang,Món Việt,"2/94 Bình Thuận, Bình Nhâm, Thị Xã Thuận An, Bình Dương",50.000đ - 385.000đ,09:00 - 22:30,8.125384615384615,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9rxc4655nf2a@resize_ss576x330
67b8aaed1b0ceed0e5ffee5e,Bia Khánh Râu - Lương Ngọc Quyến,Món Việt,"20 Lương Ngọc Quyến, Quận Hoàn Kiếm, Hà Nội",35.000đ - 200.000đ,08:00 - 00:30,8.12,Positive,21.034856400000002,105.85327365,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstsm03izhdw54@resize_ss576x330
67b8aaed1b0ceed0e5ffee9b,Khoai Lang Mật Đà Lạt Nướng - Shop Online,Món Việt,"A903 Toà M3 - M4, 91 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội",70.000đ - 100.000đ,09:00 - 20:00,8.12,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfs9cvacfyz42@resize_ss576x330
67b8aaed1b0ceed0e5ffee2d,Nem Rán Bà Cụ - Cổng Trường Thành Công,Món Việt,"Cạnh Cổng THCS Thành Công, D7 TT Thành Công, Quận Ba Đình, Hà Nội",5.000đ - 10.000đ,14:00 - 18:00,8.12,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmsxizj6j45@resize_ss800x450
67b8aaed1b0ceed0e5fff01e,Bánh Mì Chảo Tân Mai,Món Việt,"220/11 Phạm Văn Thuận, KP. 8, P. Tam Hiệp, Thành Phố Biên Hòa, Đồng Nai",15.000đ - 30.000đ,06:00 - 11:00,8.118461538461538,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw94cznadrkp50@resize_ss576x330
