restaurantId,Avg_Rate,Avg_Sentiment_Score,Avg_Combined_Score,Positive_Count,Negative_Count,Neutral_Count,Total_Reviews,Positive_Rate,Negative_Rate,Neutral_Rate,Final_Score,Final_Score_Normalized,Category
67812ec1514dba6089ed93aa,6.6000000000000005,10.0,8.299999999999999,3,0,0,3,1.0,0.0,0.0,10.299999999999999,8.823076923076922,Positive
67812ec1514dba6089ed93cf,7.729411764705882,9.205882352941176,8.467647058823529,14,0,3,17,0.8235294117647058,0.0,0.17647058823529413,10.291176470588233,8.816968325791853,Positive
67812ec1514dba6089ed9392,9.8,7.75,8.775,1,0,1,2,0.5,0.0,0.5,10.275,8.805769230769231,Positive
67812ec1514dba6089ed946f,6.4,10.0,8.2,2,0,0,2,1.0,0.0,0.0,10.2,8.753846153846155,Positive
67812ec1514dba6089ed92fd,6.4,10.0,8.2,2,0,0,2,1.0,0.0,0.0,10.2,8.753846153846155,Positive
67812ec1514dba6089ed9479,7.213333333333334,9.4,8.306666666666667,13,0,2,15,0.8666666666666667,0.0,0.13333333333333333,10.173333333333332,8.735384615384614,Positive
67812ec1514dba6089ed9419,6.2,10.0,8.1,1,0,0,1,1.0,0.0,0.0,10.1,8.684615384615384,Positive
67812ec1514dba6089ed9460,7.484615384615385,9.307692307692308,8.396153846153847,24,2,0,26,0.9230769230769231,0.07692307692307693,0.0,10.08846153846154,8.676627218934913,Positive
67812ec1514dba6089ed9382,8.333333333333334,8.5,8.416666666666666,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,10.083333333333334,8.673076923076923,Positive
67812ec1514dba6089ed92f7,7.323076923076924,9.307692307692308,8.315384615384614,12,1,0,13,0.9230769230769231,0.07692307692307693,0.0,10.007692307692308,8.620710059171598,Positive
67812ec1514dba6089ed93eb,7.433333333333334,9.1,8.266666666666667,25,1,4,30,0.8333333333333334,0.03333333333333333,0.13333333333333333,10.0,8.615384615384615,Positive
67812ec1514dba6089ed9341,6.0,10.0,8.0,1,0,0,1,1.0,0.0,0.0,10.0,8.615384615384615,Positive
67812ec1514dba6089ed9337,6.0,10.0,8.0,1,0,0,1,1.0,0.0,0.0,10.0,8.615384615384615,Positive
67812ec1514dba6089ed9486,7.066666666666666,9.25,8.158333333333333,5,0,1,6,0.8333333333333334,0.0,0.16666666666666666,9.991666666666665,8.609615384615383,Positive
67812ec1514dba6089ed9455,7.8999999999999995,8.75,8.325,14,1,3,18,0.7777777777777778,0.05555555555555555,0.16666666666666666,9.93611111111111,8.571153846153845,Positive
67812ec1514dba6089ed92c1,7.846666666666667,8.8,8.323333333333332,24,2,4,30,0.8,0.06666666666666667,0.13333333333333333,9.923333333333332,8.56230769230769,Positive
67812ec1514dba6089ed931a,6.8999999999999995,9.25,8.075000000000001,5,0,1,6,0.8333333333333334,0.0,0.16666666666666666,9.908333333333333,8.551923076923076,Positive
67812ec1514dba6089ed92d2,7.72,8.95,8.335,26,3,1,30,0.8666666666666667,0.1,0.03333333333333333,9.901666666666669,8.547307692307694,Positive
67812ec1514dba6089ed945a,5.8,10.0,7.9,2,0,0,2,1.0,0.0,0.0,9.9,8.546153846153846,Positive
67812ec1514dba6089ed9402,8.0,8.714285714285714,8.357142857142858,17,2,2,21,0.8095238095238095,0.09523809523809523,0.09523809523809523,9.880952380952381,8.532967032967033,Positive
67812ec1514dba6089ed932a,7.3428571428571425,9.142857142857142,8.242857142857142,19,2,0,21,0.9047619047619048,0.09523809523809523,0.0,9.861904761904762,8.51978021978022,Positive
67812ec1514dba6089ed93f0,8.193333333333333,8.65,8.421666666666667,25,4,1,30,0.8333333333333334,0.13333333333333333,0.03333333333333333,9.854999999999999,8.515,Positive
67812ec1514dba6089ed93a5,8.54,8.5,8.52,25,5,0,30,0.8333333333333334,0.16666666666666666,0.0,9.853333333333332,8.513846153846153,Positive
67812ec1514dba6089ed9344,7.766666666666666,8.5,8.133333333333333,4,0,2,6,0.6666666666666666,0.0,0.3333333333333333,9.8,8.476923076923077,Positive
